Area,Year,Region,SFBB,UFBB,Income
LEWES,2019,South East,78.1,18.1,32838.0
MAIDSTONE,2019,South East,42.4,49.3,30746.0
MEDWAY,2019,South East,20.2,77.1,31382.0
MILTON KEYNES,2019,South East,49.4,47.4,32270.0
NEW FOREST,2019,South East,71.8,20.4,31145.0
OXFORD,2019,South East,19.7,77.7,31558.0
PORTSMOUTH,2019,South East,9.5,86.8,28569.0
READING,2019,South East,25.9,72.5,32812.0
REIGATE AND BANSTEAD,2019,South East,31.2,66.3,38369.0
RUNNYMEDE,2019,South East,29.9,67.3,38899.0
RUSHMOOR,2019,South East,16.8,80.7,32083.0
SEVENOAKS,2019,South East,64.7,26.3,37470.0
SLOUGH,2019,South East,14.7,84.0,31990.0
SOUTH OXFORDSHIRE,2019,South East,60.0,34.9,38925.0
SOUTHAMPTON,2019,South East,10.2,85.0,28665.0
SPELTHORNE,2019,South East,15.9,81.9,33591.0
SURREY HEATH,2019,South East,32.3,65.0,37636.0
SWALE,2019,South East,60.3,32.5,31281.0
TANDRIDGE,2019,South East,47.7,45.6,36113.0
TEST VALLEY,2019,South East,34.0,58.1,33677.0
THANET,2019,South East,53.8,43.3,26381.0
TUNBRIDGE WELLS,2019,South East,45.1,45.8,37345.0
VALE OF WHITE HORSE,2019,South East,37.0,58.5,37873.0
WAVERLEY,2019,South East,80.8,12.4,40083.0
WEALDEN,2019,South East,87.0,6.0,31221.0
WEST BERKSHIRE,2019,South East,35.1,60.4,36320.0
WEST OXFORDSHIRE,2019,South East,46.7,48.6,34851.0
WINCHESTER,2019,South East,49.6,40.6,37664.0
WORTHING,2019,South East,22.2,77.1,29668.0
BATH AND NORTH EAST SOMERSET,2019,South West,46.3,43.7,32255.0
"BRISTOL, CITY OF",2019,South West,10.8,84.5,30395.0
CHELTENHAM,2019,South West,28.6,69.1,33209.0
CORNWALL,2019,South West,54.0,36.2,25877.0
EAST DEVON,2019,South West,78.5,8.0,29364.0
EXETER,2019,South West,14.5,80.5,29748.0
GLOUCESTER,2019,South West,14.9,82.8,28503.0
MENDIP,2019,South West,57.8,25.9,29644.0
MID DEVON,2019,South West,73.6,3.8,27537.0
NORTH SOMERSET,2019,South West,60.1,30.0,31067.0
PLYMOUTH,2019,South West,12.7,84.1,25837.0
SEDGEMOOR,2019,South West,79.4,11.3,27468.0
SOUTH GLOUCESTERSHIRE,2019,South West,25.7,71.6,31636.0
SOUTH HAMS,2019,South West,64.5,15.6,28448.0
SOUTH SOMERSET,2019,South West,85.9,1.4,29460.0
STROUD,2019,South West,75.3,12.4,28308.0
SWINDON,2019,South West,16.0,75.8,30659.0
TEIGNBRIDGE,2019,South West,60.1,27.1,25304.0
TORBAY,2019,South West,38.4,55.0,25912.0
TORRIDGE,2019,South West,77.7,3.4,25101.0
WEST DEVON,2019,South West,75.9,1.2,26346.0
WILTSHIRE,2019,South West,57.0,35.7,29894.0
BLAENAU GWENT,2019,Wales,95.6,1.3,23549.0
BRIDGEND,2019,Wales,78.6,16.4,28190.0
CAERPHILLY,2019,Wales,85.7,11.1,27341.0
CARDIFF,2019,Wales,18.2,78.7,30468.0
CARMARTHENSHIRE,2019,Wales,73.7,12.4,27133.0
CEREDIGION,2019,Wales,60.8,20.0,25455.0
DENBIGHSHIRE,2019,Wales,84.7,5.6,24604.0
FLINTSHIRE,2019,Wales,79.1,13.7,27179.0
ISLE OF ANGLESEY,2019,Wales,73.1,15.7,27101.0
MERTHYR TYDFIL,2019,Wales,94.3,2.4,25444.0
MONMOUTHSHIRE,2019,Wales,72.3,12.8,34875.0
NEATH PORT TALBOT,2019,Wales,38.9,57.9,28011.0
NEWPORT,2019,Wales,30.4,66.7,28793.0
PEMBROKESHIRE,2019,Wales,81.7,5.2,24134.0
POWYS,2019,Wales,61.3,17.0,26946.0
SWANSEA,2019,Wales,33.6,63.7,28121.0
TORFAEN,2019,Wales,60.2,35.3,27811.0
VALE OF GLAMORGAN,2019,Wales,43.9,51.6,31874.0
WREXHAM,2019,Wales,66.4,27.1,28953.0
BIRMINGHAM,2019,West Midlands,14.3,80.8,27501.0
BROMSGROVE,2019,West Midlands,66.3,27.7,34491.0
CANNOCK CHASE,2019,West Midlands,74.7,22.3,27986.0
COVENTRY,2019,West Midlands,17.9,77.7,28747.0
DUDLEY,2019,West Midlands,18.2,80.9,29218.0
EAST STAFFORDSHIRE,2019,West Midlands,69.9,24.0,26662.0
"HEREFORDSHIRE, COUNTY OF",2019,West Midlands,70.3,15.0,26235.0
LICHFIELD,2019,West Midlands,32.1,63.4,34038.0
NEWCASTLE-UNDER-LYME,2019,West Midlands,37.5,59.0,26619.0
NORTH WARWICKSHIRE,2019,West Midlands,72.2,22.3,32968.0
NUNEATON AND BEDWORTH,2019,West Midlands,26.1,72.8,27771.0
RUGBY,2019,West Midlands,42.5,52.3,32029.0
SANDWELL,2019,West Midlands,28.5,70.8,24878.0
SHROPSHIRE,2019,West Midlands,74.0,11.7,29584.0
SOLIHULL,2019,West Midlands,22.2,74.9,34150.0
SOUTH STAFFORDSHIRE,2019,West Midlands,62.5,29.7,32611.0
STAFFORD,2019,West Midlands,32.3,60.2,30800.0
STOKE-ON-TRENT,2019,West Midlands,25.4,72.1,25391.0
STRATFORD-ON-AVON,2019,West Midlands,63.8,28.6,32773.0
TAMWORTH,2019,West Midlands,19.1,79.8,27436.0
TELFORD AND WREKIN,2019,West Midlands,24.8,72.8,27671.0
WALSALL,2019,West Midlands,35.5,63.1,26334.0
WARWICK,2019,West Midlands,25.5,71.2,33762.0
WOLVERHAMPTON,2019,West Midlands,14.9,83.2,25463.0
WORCESTER,2019,West Midlands,91.6,6.6,29011.0
WYCHAVON,2019,West Midlands,82.9,8.6,30723.0
WYRE FOREST,2019,West Midlands,49.3,46.7,27233.0
BARNSLEY,2019,Yorkshire,42.6,54.8,26466.0
BRADFORD,2019,Yorkshire,31.5,64.8,26029.0
CALDERDALE,2019,Yorkshire,52.3,41.5,28514.0
DONCASTER,2019,Yorkshire,54.5,41.8,27388.0
EAST RIDING OF YORKSHIRE,2019,Yorkshire,52.9,41.0,30446.0
HAMBLETON,2019,Yorkshire,82.9,4.0,28205.0
HARROGATE,2019,Yorkshire,38.4,52.0,33259.0
"KINGSTON UPON HULL, CITY OF",2019,Yorkshire,1.1,97.0,25461.0
KIRKLEES,2019,Yorkshire,33.4,63.2,27458.0
LEEDS,2019,Yorkshire,19.1,77.0,28908.0
NORTH EAST LINCOLNSHIRE,2019,Yorkshire,9.2,87.8,27457.0
NORTH LINCOLNSHIRE,2019,Yorkshire,53.6,39.7,28468.0
RICHMONDSHIRE,2019,Yorkshire,72.3,9.4,31087.0
ROTHERHAM,2019,Yorkshire,39.7,58.2,26317.0
RYEDALE,2019,Yorkshire,75.6,5.8,26298.0
SELBY,2019,Yorkshire,78.9,9.4,32195.0
SHEFFIELD,2019,Yorkshire,49.6,43.9,28438.0
WAKEFIELD,2019,Yorkshire,51.5,43.2,26632.0
YORK,2019,Yorkshire,23.0,70.8,28555.0
BASILDON,2020,East,96.7,69.5,32597.0
BEDFORD,2020,East,96.5,70.2,34562.0
BRAINTREE,2020,East,89.2,4.9,33294.0
BRECKLAND,2020,East,88.7,4.5,26582.0
BROADLAND,2020,East,93.0,37.4,32001.0
BROXBOURNE,2020,East,98.7,84.1,37847.0
CAMBRIDGE,2020,East,98.2,85.3,34919.0
CENTRAL BEDFORDSHIRE,2020,East,96.3,62.3,36229.0
CHELMSFORD,2020,East,94.0,46.4,35023.0
COLCHESTER,2020,East,92.4,50.8,32523.0
DACORUM,2020,East,95.9,72.2,35265.0
EAST CAMBRIDGESHIRE,2020,East,93.9,30.8,32743.0
EAST HERTFORDSHIRE,2020,East,94.0,64.0,40268.0
EPPING FOREST,2020,East,93.5,74.2,36688.0
FENLAND,2020,East,94.0,50.7,28678.0
HARLOW,2020,East,96.7,81.0,27678.0
HERTSMERE,2020,East,98.0,79.6,35774.0
HUNTINGDONSHIRE,2020,East,96.0,51.7,31140.0
IPSWICH,2020,East,98.5,82.9,27512.0
KING'S LYNN AND WEST NORFOLK,2020,East,91.0,6.2,31123.0
LUTON,2020,East,99.2,92.4,29472.0
MID SUFFOLK,2020,East,89.9,8.9,30805.0
NORTH HERTFORDSHIRE,2020,East,95.7,69.5,39756.0
NORTH NORFOLK,2020,East,89.6,3.2,27213.0
PETERBOROUGH,2020,East,97.7,72.9,27996.0
SOUTH CAMBRIDGESHIRE,2020,East,95.3,52.4,38726.0
SOUTH NORFOLK,2020,East,88.6,7.8,30305.0
SOUTHEND-ON-SEA,2020,East,96.1,60.2,33092.0
TENDRING,2020,East,93.5,5.1,28979.0
THREE RIVERS,2020,East,96.8,73.3,37929.0
THURROCK,2020,East,95.5,73.2,33574.0
WATFORD,2020,East,99.3,87.4,34782.0
WELWYN HATFIELD,2020,East,97.0,72.2,34193.0
AMBER VALLEY,2020,East Midlands,93.3,25.5,33614.0
ASHFIELD,2020,East Midlands,98.5,85.3,26446.0
BLABY,2020,East Midlands,97.8,67.8,35234.0
BOLSOVER,2020,East Midlands,94.2,28.8,27576.0
BOSTON,2020,East Midlands,90.9,3.6,24275.0
BROXTOWE,2020,East Midlands,99.1,89.5,31847.0
CHARNWOOD,2020,East Midlands,97.9,70.9,30232.0
CHESTERFIELD,2020,East Midlands,96.7,36.7,27590.0
DERBY,2020,East Midlands,99.2,87.8,31465.0
DERBYSHIRE DALES,2020,East Midlands,87.4,6.4,35011.0
EAST LINDSEY,2020,East Midlands,86.9,14.0,26304.0
EREWASH,2020,East Midlands,98.0,74.3,29529.0
GEDLING,2020,East Midlands,99.1,88.0,30042.0
HARBOROUGH,2020,East Midlands,94.7,34.2,36747.0
HIGH PEAK,2020,East Midlands,91.6,6.8,29357.0
HINCKLEY AND BOSWORTH,2020,East Midlands,95.3,60.8,29174.0
LEICESTER,2020,East Midlands,99.1,88.4,24711.0
LINCOLN,2020,East Midlands,98.3,79.9,28777.0
MELTON,2020,East Midlands,93.6,46.0,27673.0
NEWARK AND SHERWOOD,2020,East Midlands,95.6,51.5,30703.0
NORTH WEST LEICESTERSHIRE,2020,East Midlands,95.4,63.0,30209.0
NOTTINGHAM,2020,East Midlands,97.0,88.0,25216.0
RUSHCLIFFE,2020,East Midlands,96.9,68.4,35262.0
RUTLAND,2020,East Midlands,93.4,11.3,32489.0
SOUTH DERBYSHIRE,2020,East Midlands,92.6,22.0,35269.0
SOUTH HOLLAND,2020,East Midlands,88.0,7.2,30182.0
WEST LINDSEY,2020,East Midlands,85.3,29.4,30286.0
BARKING AND DAGENHAM,2020,London,98.9,90.5,32852.0
BARNET,2020,London,97.3,53.3,36411.0
BEXLEY,2020,London,96.6,75.4,39912.0
BRENT,2020,London,96.7,59.6,34172.0
BROMLEY,2020,London,97.5,85.1,43704.0
CAMDEN,2020,London,95.4,85.8,41848.0
CROYDON,2020,London,96.0,75.7,37570.0
EALING,2020,London,98.4,70.9,36482.0
ENFIELD,2020,London,96.9,79.1,33088.0
GREENWICH,2020,London,97.9,76.7,36670.0
HACKNEY,2020,London,97.2,69.6,37440.0
HAMMERSMITH AND FULHAM,2020,London,94.1,54.6,41267.0
HARINGEY,2020,London,98.3,82.5,35653.0
HARROW,2020,London,97.3,76.5,38347.0
HAVERING,2020,London,95.7,82.1,36017.0
HILLINGDON,2020,London,96.0,83.6,35155.0
HOUNSLOW,2020,London,97.6,84.0,34804.0
ISLINGTON,2020,London,94.5,76.5,46706.0
KINGSTON UPON THAMES,2020,London,97.0,85.2,41255.0
LAMBETH,2020,London,95.5,68.3,42040.0
LEWISHAM,2020,London,96.0,64.5,37167.0
MERTON,2020,London,98.4,83.7,41998.0
NEWHAM,2020,London,97.2,80.0,32909.0
REDBRIDGE,2020,London,98.0,86.1,36573.0
RICHMOND UPON THAMES,2020,London,97.8,81.9,49574.0
SOUTHWARK,2020,London,91.9,70.5,38403.0
SUTTON,2020,London,97.9,80.0,34996.0
TOWER HAMLETS,2020,London,90.5,61.2,41590.0
WALTHAM FOREST,2020,London,96.5,87.1,36875.0
WANDSWORTH,2020,London,96.8,74.7,46430.0
WESTMINSTER,2020,London,84.9,46.2,44544.0
COUNTY DURHAM,2020,North East,93.5,11.6,28239.0
GATESHEAD,2020,North East,95.6,64.2,26476.0
HARTLEPOOL,2020,North East,96.3,84.2,28653.0
MIDDLESBROUGH,2020,North East,96.4,89.4,26645.0
NEWCASTLE UPON TYNE,2020,North East,95.3,59.0,29050.0
NORTH TYNESIDE,2020,North East,98.2,62.5,29523.0
NORTHUMBERLAND,2020,North East,92.9,7.6,28472.0
REDCAR AND CLEVELAND,2020,North East,96.4,84.9,26675.0
SOUTH TYNESIDE,2020,North East,97.7,70.7,26529.0
STOCKTON-ON-TEES,2020,North East,95.8,84.3,29450.0
SUNDERLAND,2020,North East,96.7,57.0,26626.0
ALLERDALE,2020,North West,92.1,2.3,33339.0
BARROW-IN-FURNESS,2020,North West,98.6,0.7,35230.0
BLACKBURN WITH DARWEN,2020,North West,97.6,63.1,24554.0
BLACKPOOL,2020,North West,99.0,66.7,24526.0
BOLTON,2020,North West,98.4,80.8,27066.0
BURNLEY,2020,North West,98.0,78.4,25334.0
BURY,2020,North West,97.1,49.1,32267.0
CARLISLE,2020,North West,93.4,46.1,29140.0
CHESHIRE EAST,2020,North West,92.8,33.4,32601.0
CHESHIRE WEST AND CHESTER,2020,North West,94.6,26.8,31389.0
CHORLEY,2020,North West,94.8,51.1,31157.0
COPELAND,2020,North West,94.9,1.4,45067.0
EDEN,2020,North West,80.7,3.6,30683.0
FYLDE,2020,North West,93.1,32.1,33449.0
HALTON,2020,North West,97.8,63.4,30405.0
HYNDBURN,2020,North West,97.6,58.2,24850.0
KNOWSLEY,2020,North West,98.6,73.8,28502.0
LIVERPOOL,2020,North West,94.7,77.2,30850.0
MANCHESTER,2020,North West,94.1,64.5,28143.0
OLDHAM,2020,North West,98.2,74.0,26062.0
PRESTON,2020,North West,97.4,66.7,26887.0
ROCHDALE,2020,North West,97.9,63.8,27305.0
ROSSENDALE,2020,North West,95.1,43.2,27643.0
SALFORD,2020,North West,96.0,81.1,29507.0
SEFTON,2020,North West,98.3,64.2,29543.0
SOUTH RIBBLE,2020,North West,96.5,61.9,29086.0
ST. HELENS,2020,North West,97.8,81.6,28435.0
STOCKPORT,2020,North West,98.5,81.3,34021.0
TAMESIDE,2020,North West,97.0,51.8,25825.0
TRAFFORD,2020,North West,97.8,66.3,35065.0
WARRINGTON,2020,North West,97.0,67.0,30245.0
WEST LANCASHIRE,2020,North West,94.4,26.5,29616.0
WIGAN,2020,North West,98.7,81.7,29366.0
WIRRAL,2020,North West,97.5,60.4,28997.0
ABERDEEN CITY,2020,Scotland,93.9,30.0,30615.0
ABERDEENSHIRE,2020,Scotland,82.0,3.2,33970.0
ANGUS,2020,Scotland,86.9,13.7,29858.0
ARGYLL AND BUTE,2020,Scotland,77.3,1.1,28321.0
CITY OF EDINBURGH,2020,Scotland,97.3,82.8,34124.0
DUMFRIES AND GALLOWAY,2020,Scotland,84.5,4.8,26142.0
DUNDEE CITY,2020,Scotland,98.5,84.8,29570.0
EAST AYRSHIRE,2020,Scotland,94.4,37.2,32601.0
EAST DUNBARTONSHIRE,2020,Scotland,96.4,74.9,36839.0
EAST LOTHIAN,2020,Scotland,92.5,11.9,32098.0
EAST RENFREWSHIRE,2020,Scotland,95.7,68.8,43289.0
FALKIRK,2020,Scotland,96.9,79.8,30079.0
FIFE,2020,Scotland,95.2,41.8,31147.0
GLASGOW CITY,2020,Scotland,96.8,58.9,31468.0
HIGHLAND,2020,Scotland,80.2,2.4,32002.0
INVERCLYDE,2020,Scotland,97.1,71.9,28242.0
MIDLOTHIAN,2020,Scotland,93.0,27.9,31061.0
MORAY,2020,Scotland,84.0,2.9,30024.0
NORTH AYRSHIRE,2020,Scotland,93.9,29.2,30857.0
NORTH LANARKSHIRE,2020,Scotland,97.8,73.9,31020.0
ORKNEY ISLANDS,2020,Scotland,63.7,0.6,35080.0
PERTH AND KINROSS,2020,Scotland,84.7,32.1,30354.0
RENFREWSHIRE,2020,Scotland,96.7,72.6,32580.0
SCOTTISH BORDERS,2020,Scotland,85.6,6.2,28138.0
SHETLAND ISLANDS,2020,Scotland,69.0,0.6,34125.0
SOUTH AYRSHIRE,2020,Scotland,93.8,56.2,33445.0
SOUTH LANARKSHIRE,2020,Scotland,95.3,60.9,32998.0
WEST DUNBARTONSHIRE,2020,Scotland,98.3,88.2,28884.0
WEST LOTHIAN,2020,Scotland,96.4,56.7,31044.0
ARUN,2020,South East,96.8,6.0,28876.0
ASHFORD,2020,South East,90.1,44.0,30198.0
BASINGSTOKE AND DEANE,2020,South East,95.4,50.8,36588.0
BRACKNELL FOREST,2020,South East,95.5,57.3,36700.0
BRIGHTON AND HOVE,2020,South East,97.6,78.5,33848.0
CANTERBURY,2020,South East,93.4,2.9,30372.0
CHICHESTER,2020,South East,91.1,19.8,29953.0
CRAWLEY,2020,South East,99.0,84.2,31493.0
DOVER,2020,South East,92.7,28.6,34496.0
EAST HAMPSHIRE,2020,South East,91.9,34.1,35802.0
EASTBOURNE,2020,South East,98.9,2.1,31417.0
EASTLEIGH,2020,South East,97.2,63.7,34938.0
ELMBRIDGE,2020,South East,98.6,75.5,41613.0
EPSOM AND EWELL,2020,South East,99.2,79.8,36579.0
GOSPORT,2020,South East,99.8,85.7,30127.0
GRAVESHAM,2020,South East,95.9,63.9,29748.0
GUILDFORD,2020,South East,96.2,64.9,40435.0
HASTINGS,2020,South East,98.2,0.9,25845.0
HAVANT,2020,South East,99.1,85.9,29854.0
HORSHAM,2020,South East,93.0,17.9,34266.0
ISLE OF WIGHT,2020,South East,94.3,0.9,28498.0
LEWES,2020,South East,96.8,20.7,31443.0
MAIDSTONE,2020,South East,91.9,49.9,32404.0
MEDWAY,2020,South East,97.1,73.4,33266.0
MILTON KEYNES,2020,South East,97.3,58.6,33256.0
NEW FOREST,2020,South East,93.1,23.3,33676.0
OXFORD,2020,South East,97.4,80.2,34053.0
PORTSMOUTH,2020,South East,96.3,90.7,27197.0
READING,2020,South East,98.4,84.9,33032.0
REIGATE AND BANSTEAD,2020,South East,97.7,70.3,39968.0
RUNNYMEDE,2020,South East,96.7,66.8,34112.0
RUSHMOOR,2020,South East,97.5,80.8,35237.0
SEVENOAKS,2020,South East,91.5,28.0,37186.0
SLOUGH,2020,South East,98.7,84.6,32717.0
SOUTH OXFORDSHIRE,2020,South East,95.6,35.7,38600.0
SOUTHAMPTON,2020,South East,95.1,86.4,29926.0
SPELTHORNE,2020,South East,97.6,82.4,34768.0
SURREY HEATH,2020,South East,97.8,65.6,39555.0
SWALE,2020,South East,93.0,31.5,31965.0
TANDRIDGE,2020,South East,94.0,47.5,37609.0
TEST VALLEY,2020,South East,93.1,61.7,35090.0
THANET,2020,South East,96.9,43.0,26864.0
TUNBRIDGE WELLS,2020,South East,91.0,46.2,43112.0
VALE OF WHITE HORSE,2020,South East,96.0,59.5,37748.0
WAVERLEY,2020,South East,93.9,14.9,41159.0
WEALDEN,2020,South East,93.4,6.8,34654.0
WEST BERKSHIRE,2020,South East,96.2,67.3,35113.0
WEST OXFORDSHIRE,2020,South East,96.3,51.6,33527.0
WINCHESTER,2020,South East,91.1,41.8,35605.0
WORTHING,2020,South East,99.2,86.4,29374.0
BATH AND NORTH EAST SOMERSET,2020,South West,89.9,50.9,31098.0
"BRISTOL, CITY OF",2020,South West,95.4,85.9,32339.0
CHELTENHAM,2020,South West,98.3,69.4,33694.0
CORNWALL,2020,South West,89.2,34.9,27244.0
EAST DEVON,2020,South West,87.2,8.8,29456.0
EXETER,2020,South West,95.3,82.1,30897.0
GLOUCESTER,2020,South West,98.0,83.5,27491.0
MENDIP,2020,South West,83.9,26.4,29458.0
MID DEVON,2020,South West,78.2,4.2,26961.0
NORTH SOMERSET,2020,South West,90.5,32.0,34638.0
PLYMOUTH,2020,South West,96.6,85.2,28165.0
SEDGEMOOR,2020,South West,91.1,12.4,27702.0
SOUTH GLOUCESTERSHIRE,2020,South West,97.9,73.1,31965.0
SOUTH HAMS,2020,South West,80.8,16.2,29781.0
SOUTH SOMERSET,2020,South West,87.6,1.6,30901.0
STROUD,2020,South West,89.1,14.8,31607.0
SWINDON,2020,South West,91.9,76.3,31912.0
TEIGNBRIDGE,2020,South West,87.5,28.5,25136.0
TORBAY,2020,South West,94.1,58.1,27029.0
TORRIDGE,2020,South West,81.3,3.3,26932.0
WEST DEVON,2020,South West,78.0,7.5,26500.0
WILTSHIRE,2020,South West,93.3,37.5,31172.0
BLAENAU GWENT,2020,Wales,97.2,1.7,26204.0
BRIDGEND,2020,Wales,96.1,19.9,28838.0
CAERPHILLY,2020,Wales,97.2,11.9,28309.0
CARDIFF,2020,Wales,97.0,79.8,28785.0
CARMARTHENSHIRE,2020,Wales,86.1,15.6,29356.0
CEREDIGION,2020,Wales,79.0,17.8,26223.0
DENBIGHSHIRE,2020,Wales,90.0,5.4,26188.0
FLINTSHIRE,2020,Wales,93.2,14.9,28399.0
