Region,Area,2016 SFBB availability (% premises),2016 UFBB availability (% premises),2017 SFBB availability (% premises),2017 UFBB availability (% premises),2018 SFBB availability (% premises),2018 UFBB availability (% premises),2019 SFBB availability (% premises),2019 UFBB availability (% premises),2020 SFBB availability (% premises),2020 UFBB availability (% premises),2021 SFBB availability (% premises),2021 UFBB availability (% premises),2016,2017,2018,2019,2020,2021
South East,SOUTHAMPTON,94.0,0.0,28.0,66.0,15.4,81.6,10.2,85.0,95.1,86.4,96.8,87.3,26448.0,27430.0,26472.0,28665.0,29926.0,30615.0
South East,SPELTHORNE,72.0,24.0,16.0,81.0,11.3,87.0,15.9,81.9,97.6,82.4,96.3,78.9,34997.0,35250.0,34741.0,33591.0,34768.0,38832.0
South East,SURREY HEATH,94.0,0.0,37.0,58.0,27.0,69.3,32.3,65.0,97.8,65.6,97.9,65.9,35928.0,38979.0,39847.0,37636.0,39555.0,42219.0
South East,SWALE,89.0,0.0,65.0,27.0,65.4,28.3,60.3,32.5,93.0,31.5,93.0,39.0,27483.0,29766.0,30872.0,31281.0,31965.0,31586.0
South East,TANDRIDGE,87.0,3.0,60.0,29.0,40.8,49.7,47.7,45.6,94.0,47.5,93.5,48.3,34021.0,33602.0,35817.0,36113.0,37609.0,38435.0
South East,TEST VALLEY,76.0,3.0,30.0,52.0,35.5,54.3,34.0,58.1,93.1,61.7,93.5,64.5,32175.0,34501.0,33371.0,33677.0,35090.0,33186.0
South East,THANET,96.0,0.0,96.0,0.0,77.6,19.3,53.8,43.3,96.9,43.0,96.5,52.7,24113.0,24919.0,24303.0,26381.0,26864.0,28176.0
South East,TUNBRIDGE WELLS,86.0,0.0,87.0,0.0,44.3,44.9,45.1,45.8,91.0,46.2,91.8,42.2,30000.0,31150.0,35883.0,37345.0,43112.0,35735.0
South East,VALE OF WHITE HORSE,82.0,9.0,40.0,53.0,33.2,62.2,37.0,58.5,96.0,59.5,96.1,60.3,33401.0,35030.0,36922.0,37873.0,37748.0,35375.0
South East,WAVERLEY,86.0,2.0,78.0,10.0,78.0,12.2,80.8,12.4,93.9,14.9,93.6,16.2,40223.0,39139.0,40374.0,40083.0,41159.0,41377.0
South East,WEALDEN,83.0,0.0,85.0,4.0,86.5,4.7,87.0,6.0,93.4,6.8,94.1,17.3,30305.0,31226.0,30274.0,31221.0,34654.0,31090.0
South East,WEST BERKSHIRE,76.0,19.0,35.0,61.0,33.0,60.5,35.1,60.4,96.2,67.3,97.2,68.4,33537.0,33167.0,32520.0,36320.0,35113.0,34724.0
South East,WEST OXFORDSHIRE,86.0,9.0,60.0,29.0,52.9,39.1,46.7,48.6,96.3,51.6,98.3,61.0,31266.0,31067.0,34370.0,34851.0,33527.0,32028.0
South East,WINCHESTER,74.0,0.0,54.0,25.0,49.8,36.9,49.6,40.6,91.1,41.8,91.4,44.3,36313.0,36012.0,39593.0,37664.0,35605.0,37203.0
South East,WORTHING,99.0,0.0,16.0,83.0,14.7,85.0,22.2,77.1,99.2,86.4,99.3,92.4,28061.0,26460.0,28578.0,29668.0,29374.0,30358.0
South West,BATH AND NORTH EAST SOMERSET,84.0,0.0,68.0,18.0,52.6,37.0,46.3,43.7,89.9,50.9,93.4,59.3,29888.0,29211.0,31902.0,32255.0,31098.0,30906.0
South West,"BRISTOL, CITY OF",93.0,1.0,47.0,47.0,8.3,88.4,10.8,84.5,95.4,85.9,95.9,88.9,27378.0,27924.0,29093.0,30395.0,32339.0,32452.0
South West,CHELTENHAM,93.0,0.0,33.0,60.0,27.8,69.1,28.6,69.1,98.3,69.4,98.6,69.0,28264.0,29365.0,29861.0,33209.0,33694.0,34101.0
South West,CORNWALL,56.0,29.0,54.0,31.0,55.1,34.2,54.0,36.2,89.2,34.9,87.1,34.1,24574.0,25008.0,24781.0,25877.0,27244.0,25597.0
South West,EAST DEVON,78.0,2.0,80.0,3.0,81.4,4.2,78.5,8.0,87.2,8.8,89.0,31.8,27754.0,26849.0,27601.0,29364.0,29456.0,29274.0
South West,EXETER,83.0,9.0,17.0,75.0,16.6,80.1,14.5,80.5,95.3,82.1,95.8,86.7,27275.0,26202.0,27965.0,29748.0,30897.0,30444.0
South West,GLOUCESTER,93.0,0.0,17.0,75.0,16.8,78.5,14.9,82.8,98.0,83.5,98.7,86.5,26494.0,26042.0,27203.0,28503.0,27491.0,27668.0
South West,MENDIP,76.0,0.0,79.0,1.0,60.2,22.7,57.8,25.9,83.9,26.4,86.3,41.1,27379.0,27769.0,30517.0,29644.0,29458.0,28527.0
South West,MID DEVON,67.0,0.0,69.0,2.0,72.4,3.6,73.6,3.8,78.2,4.2,78.1,7.7,25618.0,27353.0,27961.0,27537.0,26961.0,27883.0
South West,NORTH SOMERSET,83.0,0.0,86.0,1.0,63.1,27.4,60.1,30.0,90.5,32.0,92.0,48.8,30086.0,30944.0,30246.0,31067.0,34638.0,30359.0
South West,PLYMOUTH,96.0,0.0,16.0,80.0,8.8,89.6,12.7,84.1,96.6,85.2,97.3,86.6,24970.0,26979.0,27685.0,25837.0,28165.0,25903.0
South West,SEDGEMOOR,80.0,1.0,85.0,2.0,87.2,2.5,79.4,11.3,91.1,12.4,92.9,19.8,23390.0,26166.0,26981.0,27468.0,27702.0,28048.0
South West,SOUTH GLOUCESTERSHIRE,91.0,1.0,34.0,60.0,21.9,74.6,25.7,71.6,97.9,73.1,97.9,78.4,29739.0,30238.0,30538.0,31636.0,31965.0,31714.0
South West,SOUTH HAMS,72.0,0.0,74.0,4.0,70.0,9.7,64.5,15.6,80.8,16.2,81.7,23.5,26413.0,27275.0,28182.0,28448.0,29781.0,31341.0
South West,SOUTH SOMERSET,79.0,0.0,86.0,0.0,86.6,0.7,85.9,1.4,87.6,1.6,88.2,5.9,24148.0,26186.0,27406.0,29460.0,30901.0,30108.0
South West,STROUD,75.0,2.0,75.0,5.0,77.5,8.9,75.3,12.4,89.1,14.8,90.1,18.3,26454.0,27821.0,28894.0,28308.0,31607.0,30183.0
South West,SWINDON,82.0,1.0,18.0,70.0,13.8,77.4,16.0,75.8,91.9,76.3,92.9,81.0,29248.0,28736.0,30018.0,30659.0,31912.0,30662.0
South West,TEIGNBRIDGE,80.0,0.0,58.0,26.0,57.5,29.6,60.1,27.1,87.5,28.5,88.5,36.4,24931.0,23401.0,24516.0,25304.0,25136.0,26930.0
South West,TORBAY,89.0,0.0,54.0,36.0,47.6,46.2,38.4,55.0,94.1,58.1,93.8,68.1,22412.0,23878.0,24232.0,25912.0,27029.0,26416.0
South West,TORRIDGE,72.0,0.0,77.0,3.0,78.3,3.1,77.7,3.4,81.3,3.3,80.6,3.5,23211.0,24710.0,24136.0,25101.0,26932.0,26537.0
South West,WEST DEVON,63.0,0.0,70.0,1.0,75.3,1.0,75.9,1.2,78.0,7.5,78.3,28.4,24492.0,22757.0,26619.0,26346.0,26500.0,25588.0
South West,WILTSHIRE,84.0,0.0,80.0,8.0,55.6,36.5,57.0,35.7,93.3,37.5,94.4,43.9,26857.0,29132.0,29286.0,29894.0,31172.0,30399.0
Wales,BLAENAU GWENT,96.0,1.0,96.0,1.0,96.0,1.2,95.6,1.3,97.2,1.7,96.5,3.6,22953.0,25998.0,24967.0,23549.0,26204.0,27747.0
Wales,BRIDGEND,92.0,0.0,92.0,1.0,88.0,6.8,78.6,16.4,96.1,19.9,97.0,34.5,26094.0,27353.0,28715.0,28190.0,28838.0,29667.0
Wales,CAERPHILLY,93.0,0.0,94.0,0.0,93.0,3.4,85.7,11.1,97.2,11.9,97.9,24.4,24449.0,24967.0,26056.0,27341.0,28309.0,29289.0
Wales,CARDIFF,94.0,2.0,54.0,43.0,19.8,78.4,18.2,78.7,97.0,79.8,97.5,83.2,27521.0,27910.0,29404.0,30468.0,28785.0,29288.0
Wales,CARMARTHENSHIRE,75.0,0.0,77.0,3.0,79.4,6.3,73.7,12.4,86.1,15.6,86.3,22.0,24551.0,26641.0,26098.0,27133.0,29356.0,29769.0
Wales,CEREDIGION,58.0,0.0,59.0,7.0,60.1,19.7,60.8,20.0,79.0,17.8,80.6,20.7,23074.0,23120.0,24772.0,25455.0,26223.0,27902.0
Wales,DENBIGHSHIRE,79.0,0.0,80.0,1.0,84.6,5.8,84.7,5.6,90.0,5.4,89.8,9.1,23693.0,25157.0,25612.0,24604.0,26188.0,26974.0
Wales,FLINTSHIRE,83.0,2.0,83.0,5.0,83.6,8.3,79.1,13.7,93.2,14.9,94.1,28.4,28602.0,26988.0,26896.0,27179.0,28399.0,30054.0
Wales,ISLE OF ANGLESEY,71.0,3.0,71.0,9.0,73.5,15.4,73.1,15.7,88.5,15.1,88.3,16.2,24075.0,25415.0,25396.0,27101.0,27319.0,28760.0
Wales,MERTHYR TYDFIL,29.0,2.0,93.0,2.0,93.7,2.2,94.3,2.4,96.5,2.4,97.7,20.7,22626.0,24183.0,23702.0,25444.0,25916.0,27074.0
Wales,MONMOUTHSHIRE,77.0,2.0,78.0,4.0,76.8,7.8,72.3,12.8,85.9,14.4,86.2,16.4,31846.0,31433.0,33116.0,34875.0,34414.0,34012.0
Wales,NEATH PORT TALBOT,93.0,0.0,94.0,1.0,35.1,61.7,38.9,57.9,97.0,57.8,96.9,58.9,24227.0,25055.0,25665.0,28011.0,27544.0,30620.0
Wales,NEWPORT,84.0,0.0,95.0,1.0,28.2,69.1,30.4,66.7,97.1,67.2,97.0,69.7,25394.0,26230.0,27561.0,28793.0,29535.0,29017.0
Wales,PEMBROKESHIRE,76.0,0.0,79.0,3.0,81.4,4.9,81.7,5.2,87.0,5.2,87.6,6.4,23184.0,24210.0,24992.0,24134.0,27934.0,29558.0
Wales,POWYS,60.0,0.0,59.0,11.0,61.4,16.3,61.3,17.0,76.8,15.4,77.4,16.2,25137.0,25004.0,26115.0,26946.0,28336.0,27414.0
Wales,SWANSEA,94.0,1.0,67.0,29.0,23.0,74.7,33.6,63.7,97.3,72.2,97.4,77.2,25394.0,26211.0,28273.0,28121.0,27905.0,28827.0
Wales,TORFAEN,93.0,0.0,93.0,2.0,65.9,30.1,60.2,35.3,95.1,36.0,96.1,40.7,25220.0,27751.0,27480.0,27811.0,29124.0,26454.0
Wales,VALE OF GLAMORGAN,90.0,0.0,90.0,2.0,44.7,50.8,43.9,51.6,95.6,52.0,96.3,58.7,32184.0,31674.0,30063.0,31874.0,30016.0,29564.0
Wales,WREXHAM,86.0,1.0,87.0,2.0,78.4,15.9,66.4,27.1,93.7,30.9,94.1,39.1,25845.0,25296.0,27225.0,28953.0,29282.0,27793.0
West Midlands,BIRMINGHAM,93.0,1.0,29.0,65.0,17.6,79.3,14.3,80.8,95.2,83.4,95.6,89.2,25994.0,26738.0,27853.0,27501.0,29341.0,28998.0
West Midlands,BROMSGROVE,90.0,1.0,78.0,16.0,76.4,17.5,66.3,27.7,94.7,28.4,96.4,64.4,30984.0,33752.0,34328.0,34491.0,34047.0,34490.0
West Midlands,CANNOCK CHASE,95.0,0.0,76.0,20.0,74.8,21.7,74.7,22.3,97.2,22.4,97.7,25.8,26140.0,27851.0,26947.0,27986.0,27352.0,29308.0
West Midlands,COVENTRY,91.0,0.0,34.0,57.0,17.8,77.7,17.9,77.7,95.9,80.4,97.8,91.2,27969.0,28412.0,28746.0,28747.0,29589.0,30763.0
West Midlands,DUDLEY,96.0,0.0,10.0,88.0,11.4,88.0,18.2,80.9,99.2,89.4,99.0,89.7,26845.0,27258.0,27275.0,29218.0,31091.0,29438.0
West Midlands,EAST STAFFORDSHIRE,86.0,0.0,89.0,0.0,89.7,1.9,69.9,24.0,94.4,28.0,94.4,34.9,26765.0,26103.0,26360.0,26662.0,29485.0,28232.0
West Midlands,"HEREFORDSHIRE, COUNTY OF",67.0,1.0,72.0,10.0,72.4,10.7,70.3,15.0,85.5,16.2,87.4,22.8,25004.0,23328.0,25153.0,26235.0,28463.0,29258.0
West Midlands,LICHFIELD,91.0,0.0,37.0,56.0,29.7,65.2,32.1,63.4,95.8,64.2,95.7,64.7,31725.0,30369.0,31700.0,34038.0,36396.0,35714.0
West Midlands,NEWCASTLE-UNDER-LYME,93.0,0.0,43.0,52.0,42.1,54.2,37.5,59.0,96.4,64.7,95.8,65.4,25862.0,24907.0,26274.0,26619.0,29040.0,29615.0
West Midlands,NORTH WARWICKSHIRE,84.0,0.0,74.0,14.0,70.5,21.1,72.2,22.3,95.2,23.4,96.0,30.9,29010.0,29884.0,29749.0,32968.0,31388.0,31332.0
West Midlands,NUNEATON AND BEDWORTH,97.0,0.0,51.0,46.0,66.1,32.7,26.1,72.8,99.0,75.8,98.7,79.4,25031.0,27541.0,26927.0,27771.0,28734.0,28928.0
West Midlands,RUGBY,90.0,0.0,58.0,34.0,63.3,30.1,42.5,52.3,96.0,58.6,96.9,64.6,28813.0,30708.0,32537.0,32029.0,32429.0,33364.0
West Midlands,SANDWELL,92.0,0.0,43.0,55.0,35.7,63.8,28.5,70.8,99.3,74.3,99.1,81.2,23201.0,23832.0,24668.0,24878.0,25938.0,26630.0
West Midlands,SHROPSHIRE,72.0,2.0,72.0,7.0,75.5,8.2,74.0,11.7,86.9,12.4,86.1,16.3,27264.0,27193.0,27633.0,29584.0,30105.0,29558.0
West Midlands,SOLIHULL,94.0,0.0,69.0,25.0,20.3,77.0,22.2,74.9,97.0,80.0,97.2,86.8,32000.0,31906.0,33763.0,34150.0,34671.0,35516.0
West Midlands,SOUTH STAFFORDSHIRE,83.0,0.0,86.0,1.0,72.7,17.3,62.5,29.7,92.7,30.4,92.1,31.5,28811.0,30322.0,30942.0,32611.0,36519.0,33075.0
West Midlands,STAFFORD,89.0,0.0,34.0,55.0,28.3,64.7,32.3,60.2,92.9,60.4,93.9,64.1,28793.0,28581.0,29323.0,30800.0,31066.0,31356.0
West Midlands,STOKE-ON-TRENT,98.0,0.0,27.0,71.0,25.3,73.3,25.4,72.1,97.6,75.4,97.7,80.2,22786.0,23739.0,24865.0,25391.0,26995.0,26766.0
West Midlands,STRATFORD-ON-AVON,74.0,0.0,71.0,12.0,62.1,25.3,63.8,28.6,92.7,30.6,93.4,37.0,31137.0,31649.0,31996.0,32773.0,33371.0,33923.0
West Midlands,TAMWORTH,99.0,0.0,23.0,76.0,12.8,86.9,19.1,79.8,98.9,81.4,99.0,82.1,25616.0,25100.0,27503.0,27436.0,25604.0,27879.0
West Midlands,TELFORD AND WREKIN,87.0,0.0,24.0,69.0,31.2,66.5,24.8,72.8,97.7,75.9,97.4,76.9,25472.0,24246.0,25923.0,27671.0,27902.0,28450.0
West Midlands,WALSALL,93.0,0.0,81.0,15.0,21.0,77.4,35.5,63.1,98.4,71.8,98.1,75.6,24268.0,24081.0,24846.0,26334.0,27755.0,28515.0
West Midlands,WARWICK,93.0,0.0,45.0,49.0,34.4,61.6,25.5,71.2,97.2,71.7,97.7,74.2,31416.0,32926.0,33449.0,33762.0,35675.0,36862.0
West Midlands,WOLVERHAMPTON,97.0,0.0,13.0,85.0,18.9,80.2,14.9,83.2,98.1,87.3,98.1,83.1,23085.0,24047.0,24964.0,25463.0,25609.0,27503.0
West Midlands,WORCESTER,97.0,0.0,97.0,0.0,96.3,1.5,91.6,6.6,98.6,10.1,98.6,10.3,26522.0,28578.0,28441.0,29011.0,27598.0,29984.0
West Midlands,WYCHAVON,81.0,1.0,85.0,1.0,85.7,4.4,82.9,8.6,92.3,9.8,93.8,16.3,28019.0,28968.0,29998.0,30723.0,28601.0,28189.0
West Midlands,WYRE FOREST,92.0,0.0,47.0,46.0,44.1,51.0,49.3,46.7,96.7,45.9,96.6,47.7,25259.0,25060.0,26024.0,27233.0,30212.0,29010.0
Yorkshire,BARNSLEY,82.0,0.0,56.0,32.0,50.0,45.8,42.6,54.8,98.0,61.6,97.9,65.7,24313.0,25107.0,25370.0,26466.0,27181.0,27723.0
Yorkshire,BRADFORD,93.0,1.0,23.0,72.0,20.6,76.4,31.5,64.8,96.4,75.8,96.3,78.8,24189.0,24896.0,25137.0,26029.0,27974.0,28421.0
Yorkshire,CALDERDALE,85.0,0.0,70.0,19.0,47.6,44.6,52.3,41.5,94.9,43.1,94.8,49.3,27751.0,27089.0,28101.0,28514.0,28030.0,27899.0
Yorkshire,DONCASTER,81.0,0.0,52.0,35.0,49.8,45.5,54.5,41.8,96.8,45.5,97.5,61.0,24616.0,24897.0,26980.0,27388.0,29008.0,28761.0
Yorkshire,EAST RIDING OF YORKSHIRE,50.0,17.0,51.0,34.0,52.5,37.3,52.9,41.0,94.0,42.2,95.5,56.4,26989.0,27500.0,28753.0,30446.0,31667.0,30361.0
Yorkshire,HAMBLETON,81.0,1.0,81.0,2.0,82.8,2.6,82.9,4.0,87.6,4.7,89.0,6.9,27784.0,26578.0,28404.0,28205.0,30579.0,28409.0
Yorkshire,HARROGATE,85.0,1.0,41.0,47.0,36.5,53.5,38.4,52.0,90.9,52.6,91.8,54.5,29109.0,30000.0,31123.0,33259.0,32670.0,32778.0
Yorkshire,"KINGSTON UPON HULL, CITY OF",1.0,31.0,1.0,45.0,1.3,78.9,1.1,97.0,98.2,97.0,98.5,97.5,23580.0,23127.0,23689.0,25461.0,24820.0,26048.0
Yorkshire,KIRKLEES,85.0,0.0,40.0,51.0,34.7,60.8,33.4,63.2,97.0,63.4,97.0,72.5,25599.0,26318.0,27176.0,27458.0,28851.0,27968.0
Yorkshire,LEEDS,92.0,1.0,73.0,21.0,31.8,64.4,19.1,77.0,96.3,80.2,96.5,82.8,27815.0,27818.0,28042.0,28908.0,30249.0,30889.0
Yorkshire,NORTH EAST LINCOLNSHIRE,97.0,0.0,9.0,88.0,5.4,92.8,9.2,87.8,97.0,87.8,96.8,88.5,26400.0,23432.0,25582.0,27457.0,28583.0,28110.0
Yorkshire,NORTH LINCOLNSHIRE,86.0,0.0,51.0,39.0,49.1,43.9,53.6,39.7,93.7,40.8,93.6,46.2,28091.0,27246.0,28464.0,28468.0,29204.0,29530.0
Yorkshire,RICHMONDSHIRE,75.0,0.0,76.0,2.0,79.2,3.1,72.3,9.4,83.6,11.4,84.2,12.8,29372.0,25188.0,27392.0,31087.0,25027.0,26798.0
Yorkshire,ROTHERHAM,81.0,0.0,51.0,37.0,43.5,53.9,39.7,58.2,98.2,58.5,98.1,60.0,24839.0,25803.0,25959.0,26317.0,28404.0,27583.0
Yorkshire,RYEDALE,72.0,3.0,75.0,5.0,76.7,4.4,75.6,5.8,82.6,6.9,83.3,7.6,23173.0,22951.0,24650.0,26298.0,26326.0,26069.0
Yorkshire,SELBY,77.0,6.0,79.0,7.0,79.9,7.4,78.9,9.4,89.3,11.5,92.4,19.6,28898.0,29588.0,31303.0,32195.0,34106.0,33062.0
Yorkshire,SHEFFIELD,86.0,1.0,51.0,38.0,56.3,37.2,49.6,43.9,95.0,44.9,96.0,47.8,26069.0,26897.0,27665.0,28438.0,28360.0,30625.0
Yorkshire,WAKEFIELD,93.0,0.0,62.0,31.0,62.0,32.5,51.5,43.2,95.3,46.7,95.9,55.3,24287.0,24933.0,26033.0,26632.0,26106.0,28166.0
Yorkshire,YORK,81.0,8.0,42.0,50.0,22.2,72.7,23.0,70.8,93.8,71.8,94.1,73.4,26096.0,25956.0,26688.0,28555.0,30054.0,30878.0
